"GEO_ID","NAME","P1_001N",
"Geography","Geographic Area Name"," !!Total",
"860Z200US29596","ZCTA5 29596","2345",
"860Z200US29601","ZCTA5 29601","13261",
"860Z200US29605","ZCTA5 29605","36970",
"860Z200US29607","ZCTA5 29607","44216",
"860Z200US29609","ZCTA5 29609","31547",
"860Z200US29611","ZCTA5 29611","32413",
"860Z200US29613","ZCTA5 29613","2186",
"860Z200US29614","ZCTA5 29614","1707",
"860Z200US29615","ZCTA5 29615","38684",
"860Z200US29617","ZCTA5 29617","28394",
"860Z200US29620","ZCTA5 29620","12376",
"860Z200US29621","ZCTA5 29621","44601",
"860Z200US29624","ZCTA5 29624","14819",
"860Z200US29625","ZCTA5 29625","28521",
"860Z200US29626","ZCTA5 29626","13023",
"860Z200US29627","ZCTA5 29627","18871",
"860Z200US29628","ZCTA5 29628","2454",
"860Z200US29630","ZCTA5 29630","15651",
"860Z200US29631","ZCTA5 29631","17291",
"860Z200US29634","ZCTA5 29634","6207",
"860Z200US29635","ZCTA5 29635","1305",
"860Z200US29638","ZCTA5 29638","2977",
"860Z200US29639","ZCTA5 29639","1703",
"860Z200US29640","ZCTA5 29640","32191",
"860Z200US29642","ZCTA5 29642","35675",
"860Z200US29643","ZCTA5 29643","2892",
"860Z200US29644","ZCTA5 29644","22357",
"860Z200US29645","ZCTA5 29645","10584",
"860Z200US29646","ZCTA5 29646","26783",
"860Z200US29649","ZCTA5 29649","27485",
"860Z200US29650","ZCTA5 29650","38721",
"860Z200US29651","ZCTA5 29651","50778",
"860Z200US29653","ZCTA5 29653","4548",
"860Z200US29654","ZCTA5 29654","10226",
"860Z200US29655","ZCTA5 29655","7323",
"860Z200US29657","ZCTA5 29657","15614",
"860Z200US29658","ZCTA5 29658","283",
"860Z200US29659","ZCTA5 29659","98",
"860Z200US29661","ZCTA5 29661","5963",
"860Z200US29662","ZCTA5 29662","14812",
"860Z200US29664","ZCTA5 29664","1727",
"860Z200US29665","ZCTA5 29665","199",
"860Z200US29666","ZCTA5 29666","6685",
"860Z200US29667","ZCTA5 29667","243",
"860Z200US29669","ZCTA5 29669","13839",
"860Z200US29670","ZCTA5 29670","9459",
"860Z200US29671","ZCTA5 29671","18615",
"860Z200US29672","ZCTA5 29672","12703",
"860Z200US29673","ZCTA5 29673","29898",
"860Z200US29676","ZCTA5 29676","5641",
"860Z200US29678","ZCTA5 29678","23700",
"860Z200US29680","ZCTA5 29680","34784",
"860Z200US29681","ZCTA5 29681","63257",
"860Z200US29682","ZCTA5 29682","4051",
"860Z200US29683","ZCTA5 29683","324",
"860Z200US29684","ZCTA5 29684","4722",
"860Z200US29685","ZCTA5 29685","1806",
"860Z200US29686","ZCTA5 29686","1116",
"860Z200US29687","ZCTA5 29687","44124",
"860Z200US29689","ZCTA5 29689","4335",
"860Z200US29690","ZCTA5 29690","22912",
"860Z200US29691","ZCTA5 29691","11142",
"860Z200US29692","ZCTA5 29692","4602",
"860Z200US29693","ZCTA5 29693","14614",
"860Z200US29696","ZCTA5 29696","4759",
"860Z200US29697","ZCTA5 29697","13344",
"860Z200US29702","ZCTA5 29702","9804",
"860Z200US29704","ZCTA5 29704","3648",
"860Z200US29706","ZCTA5 29706","19346",
"860Z200US29707","ZCTA5 29707","32759",
"860Z200US29708","ZCTA5 29708","40227",
"860Z200US29709","ZCTA5 29709","5911",
"860Z200US29710","ZCTA5 29710","39272",
"860Z200US29712","ZCTA5 29712","2327",
"860Z200US29714","ZCTA5 29714","2945",
"860Z200US29715","ZCTA5 29715","41491",
"860Z200US29717","ZCTA5 29717","1364",
"860Z200US29718","ZCTA5 29718","3827",
"860Z200US29720","ZCTA5 29720","51198",
"860Z200US29724","ZCTA5 29724","49",
"860Z200US29726","ZCTA5 29726","1817",
"860Z200US29727","ZCTA5 29727","1473",
"860Z200US29728","ZCTA5 29728","9849",
"860Z200US29729","ZCTA5 29729","2178",
"860Z200US29730","ZCTA5 29730","57325",
"860Z200US29732","ZCTA5 29732","59417",
"860Z200US29733","ZCTA5 29733","1710",
"860Z200US29741","ZCTA5 29741","1882",
"860Z200US29742","ZCTA5 29742","2388",
"860Z200US29743","ZCTA5 29743","1384",
"860Z200US29745","ZCTA5 29745","32602",
"860Z200US29801","ZCTA5 29801","27613",
"860Z200US29803","ZCTA5 29803","40056",
"860Z200US29805","ZCTA5 29805","5910",
"860Z200US29809","ZCTA5 29809","2262",
"860Z200US29810","ZCTA5 29810","3896",
"860Z200US29812","ZCTA5 29812","11107",
"860Z200US29816","ZCTA5 29816","703",
"860Z200US29817","ZCTA5 29817","4154",
"860Z200US29819","ZCTA5 29819","1449",
"860Z200US29821","ZCTA5 29821","1368",
"860Z200US29824","ZCTA5 29824","7552",
"860Z200US29826","ZCTA5 29826","136",
"860Z200US29827","ZCTA5 29827","3547",
"860Z200US29828","ZCTA5 29828","738",
"860Z200US29829","ZCTA5 29829","12567",
"860Z200US29831","ZCTA5 29831","3698",
"860Z200US29832","ZCTA5 29832","4672",
"860Z200US29834","ZCTA5 29834","500",
"860Z200US29835","ZCTA5 29835","6231",
"860Z200US29836","ZCTA5 29836","412",
"860Z200US29838","ZCTA5 29838","544",
"860Z200US29840","ZCTA5 29840","186",
"860Z200US29841","ZCTA5 29841","32919",
"860Z200US29842","ZCTA5 29842","8066",
"860Z200US29843","ZCTA5 29843","1155",
"860Z200US29844","ZCTA5 29844","102",
"860Z200US29845","ZCTA5 29845","1110",
"860Z200US29847","ZCTA5 29847","5302",
"860Z200US29848","ZCTA5 29848","768",
"860Z200US29849","ZCTA5 29849","279",
"860Z200US29851","ZCTA5 29851","8534",
"860Z200US29853","ZCTA5 29853","6161",
"860Z200US29856","ZCTA5 29856","2698",
"860Z200US29860","ZCTA5 29860","17178",
"860Z200US29899","ZCTA5 29899","899",
"860Z200US29902","ZCTA5 29902","16692",
"860Z200US29904","ZCTA5 29904","1975",
"860Z200US29905","ZCTA5 29905","2502",
"860Z200US29906","ZCTA5 29906","22608",
"860Z200US29907","ZCTA5 29907","14052",
"860Z200US29909","ZCTA5 29909","23621",
"860Z200US29910","ZCTA5 29910","49140",
"860Z200US29911","ZCTA5 29911","1320",
"860Z200US29912","ZCTA5 29912","20",
"860Z200US29915","ZCTA5 29915","557",
"860Z200US29916","ZCTA5 29916","1362",
"860Z200US29918","ZCTA5 29918","4832",
"860Z200US29920","ZCTA5 29920","9214",
"860Z200US29921","ZCTA5 29921","204",
"860Z200US29922","ZCTA5 29922","999",
"860Z200US29923","ZCTA5 29923","354",
"860Z200US29924","ZCTA5 29924","4038",
"860Z200US29926","ZCTA5 29926","24832",
"860Z200US29927","ZCTA5 29927","9095",
"860Z200US29928","ZCTA5 29928","15538",
"860Z200US29929","ZCTA5 29929","1048",
"860Z200US29932","ZCTA5 29932","219",
"860Z200US29934","ZCTA5 29934","1002",
"860Z200US29935","ZCTA5 29935","3859",
"860Z200US29936","ZCTA5 29936","14196",
"860Z200US29939","ZCTA5 29939","202",
"860Z200US29940","ZCTA5 29940","3789",
"860Z200US29941","ZCTA5 29941","304",
"860Z200US29943","ZCTA5 29943","396",
"860Z200US29944","ZCTA5 29944","4556",
"860Z200US29945","ZCTA5 29945","4207",
"860Z200US30002","ZCTA5 30002","6103",
"860Z200US30004","ZCTA5 30004","68607",
"860Z200US30005","ZCTA5 30005","39308",
"860Z200US30008","ZCTA5 30008","32435",
"860Z200US30009","ZCTA5 30009","19256",
"860Z200US30011","ZCTA5 30011","18827",
"860Z200US30012","ZCTA5 30012","30307",
"860Z200US30013","ZCTA5 30013","29181",
"860Z200US30014","ZCTA5 30014","39247",
"860Z200US30016","ZCTA5 30016","58428",
"860Z200US30017","ZCTA5 30017","24642",
"860Z200US30018","ZCTA5 30018","77",
"860Z200US30019","ZCTA5 30019","50761",
"860Z200US30021","ZCTA5 30021","25442",
"860Z200US30022","ZCTA5 30022","66667",
"860Z200US30024","ZCTA5 30024","87115",
"860Z200US30025","ZCTA5 30025","10430",
"860Z200US30028","ZCTA5 30028","30318",
"860Z200US30030","ZCTA5 30030","32364",
"860Z200US30032","ZCTA5 30032","44697",
"860Z200US30033","ZCTA5 30033","33189",
"860Z200US30034","ZCTA5 30034","47450",
"860Z200US30035","ZCTA5 30035","22671",
"860Z200US30038","ZCTA5 30038","43683",
"860Z200US30039","ZCTA5 30039","48933",
"860Z200US30040","ZCTA5 30040","81191",
"860Z200US30041","ZCTA5 30041","72489",
"860Z200US30043","ZCTA5 30043","88453",
"860Z200US30044","ZCTA5 30044","94774",
"860Z200US30045","ZCTA5 30045","42230",
"860Z200US30046","ZCTA5 30046","40227",
"860Z200US30047","ZCTA5 30047","69172",
"860Z200US30052","ZCTA5 30052","74442",
"860Z200US30054","ZCTA5 30054","12659",
"860Z200US30055","ZCTA5 30055","3647",
"860Z200US30056","ZCTA5 30056","2685",
"860Z200US30058","ZCTA5 30058","59445",
"860Z200US30060","ZCTA5 30060","39890",
"860Z200US30062","ZCTA5 30062","66889",
"860Z200US30064","ZCTA5 30064","50568",
"860Z200US30066","ZCTA5 30066","62417",
"860Z200US30067","ZCTA5 30067","47653",
"860Z200US30068","ZCTA5 30068","34870",
"860Z200US30070","ZCTA5 30070","80",
"860Z200US30071","ZCTA5 30071","25629",
"860Z200US30072","ZCTA5 30072","625",
"860Z200US30075","ZCTA5 30075","56161",
"860Z200US30076","ZCTA5 30076","43786",
"860Z200US30078","ZCTA5 30078","38350",
"860Z200US30079","ZCTA5 30079","3696",
"860Z200US30080","ZCTA5 30080","52125",
"860Z200US30082","ZCTA5 30082","28323",
"860Z200US30083","ZCTA5 30083","58064",
"860Z200US30084","ZCTA5 30084","41654",
"860Z200US30087","ZCTA5 30087","38743",
"860Z200US30088","ZCTA5 30088","27945",
"860Z200US30090","ZCTA5 30090","0",
"860Z200US30092","ZCTA5 30092","35988",
"860Z200US30093","ZCTA5 30093","55364",
"860Z200US30094","ZCTA5 30094","33745",
"860Z200US30096","ZCTA5 30096","69953",
"860Z200US30097","ZCTA5 30097","50308",
"860Z200US30101","ZCTA5 30101","61989",
"860Z200US30102","ZCTA5 30102","43463",
"860Z200US30103","ZCTA5 30103","15606",
"860Z200US30104","ZCTA5 30104","4910",
"860Z200US30105","ZCTA5 30105","2283",
"860Z200US30106","ZCTA5 30106","24020",
"860Z200US30107","ZCTA5 30107","16528",
"860Z200US30108","ZCTA5 30108","8018",
"860Z200US30110","ZCTA5 30110","14327",
"860Z200US30111","ZCTA5 30111","8",
"860Z200US30113","ZCTA5 30113","6169",
"860Z200US30114","ZCTA5 30114","59139",
"860Z200US30115","ZCTA5 30115","49804",
"860Z200US30116","ZCTA5 30116","24497",
"860Z200US30117","ZCTA5 30117","37644",
"860Z200US30118","ZCTA5 30118","1324",
"860Z200US30120","ZCTA5 30120","42702",
"860Z200US30121","ZCTA5 30121","25089",
"860Z200US30122","ZCTA5 30122","24044",
"860Z200US30124","ZCTA5 30124","3035",
"860Z200US30125","ZCTA5 30125","24607",
"860Z200US30126","ZCTA5 30126","40305",
"860Z200US30127","ZCTA5 30127","68574",
"860Z200US30132","ZCTA5 30132","46580",
"860Z200US30134","ZCTA5 30134","46874",
"860Z200US30135","ZCTA5 30135","67508",
"860Z200US30137","ZCTA5 30137","1532",
"860Z200US30139","ZCTA5 30139","4423",
"860Z200US30141","ZCTA5 30141","23616",
"860Z200US30143","ZCTA5 30143","24476",
"860Z200US30144","ZCTA5 30144","53984",
"860Z200US30145","ZCTA5 30145","8568",
"860Z200US30147","ZCTA5 30147","4265",
"860Z200US30148","ZCTA5 30148","1655",
"860Z200US30149","ZCTA5 30149","1655",
"860Z200US30152","ZCTA5 30152","44340",
"860Z200US30153","ZCTA5 30153","19445",
"860Z200US30157","ZCTA5 30157","50727",
"860Z200US30161","ZCTA5 30161","35382",
"860Z200US30165","ZCTA5 30165","41943",
"860Z200US30168","ZCTA5 30168","26544",
"860Z200US30170","ZCTA5 30170","3075",
"860Z200US30171","ZCTA5 30171","3617",
"860Z200US30173","ZCTA5 30173","6287",
"860Z200US30175","ZCTA5 30175","6571",
"860Z200US30176","ZCTA5 30176","7195",
"860Z200US30177","ZCTA5 30177","497",
"860Z200US30178","ZCTA5 30178","4074",
"860Z200US30179","ZCTA5 30179","18577",
"860Z200US30180","ZCTA5 30180","39398",
"860Z200US30182","ZCTA5 30182","2694",
"860Z200US30183","ZCTA5 30183","6406",
"860Z200US30184","ZCTA5 30184","7501",
"860Z200US30185","ZCTA5 30185","3998",
"860Z200US30187","ZCTA5 30187","9114",
"860Z200US30188","ZCTA5 30188","67972",
"860Z200US30189","ZCTA5 30189","39327",
"860Z200US30204","ZCTA5 30204","12816",
"860Z200US30205","ZCTA5 30205","3638",
"860Z200US30206","ZCTA5 30206","3086",
"860Z200US30213","ZCTA5 30213","42518",
"860Z200US30214","ZCTA5 30214","32135",
"860Z200US30215","ZCTA5 30215","37330",
"860Z200US30216","ZCTA5 30216","2102",
"860Z200US30217","ZCTA5 30217","9058",
"860Z200US30218","ZCTA5 30218","1892",
"860Z200US30220","ZCTA5 30220","5436",
"860Z200US30222","ZCTA5 30222","4143",
"860Z200US30223","ZCTA5 30223","38111",
"860Z200US30224","ZCTA5 30224","26696",
"860Z200US30228","ZCTA5 30228","51000",
"860Z200US30229","ZCTA5 30229","21",
"860Z200US30230","ZCTA5 30230","9145",
"860Z200US30233","ZCTA5 30233","26248",
"860Z200US30234","ZCTA5 30234","2035",
"860Z200US30236","ZCTA5 30236","50446",
"860Z200US30238","ZCTA5 30238","41617",
"860Z200US30240","ZCTA5 30240","30119",
"860Z200US30241","ZCTA5 30241","25509",
"860Z200US30248","ZCTA5 30248","29502",
"860Z200US30250","ZCTA5 30250","800",
"860Z200US30251","ZCTA5 30251","2244",
"860Z200US30252","ZCTA5 30252","49702",
"860Z200US30253","ZCTA5 30253","62025",
"860Z200US30256","ZCTA5 30256","2830",
"860Z200US30257","ZCTA5 30257","4608",
"860Z200US30258","ZCTA5 30258","2625",
"860Z200US30259","ZCTA5 30259","3517",
"860Z200US30260","ZCTA5 30260","27864",
"860Z200US30263","ZCTA5 30263","60467",
"860Z200US30265","ZCTA5 30265","36697",
"860Z200US30268","ZCTA5 30268","10560",
"860Z200US30269","ZCTA5 30269","39481",
"860Z200US30272","ZCTA5 30272","25",
"860Z200US30273","ZCTA5 30273","18597",
"860Z200US30274","ZCTA5 30274","34537",
"860Z200US30275","ZCTA5 30275","41",
"860Z200US30276","ZCTA5 30276","18375",
"860Z200US30277","ZCTA5 30277","21256",
"860Z200US30281","ZCTA5 30281","69540",
"860Z200US30284","ZCTA5 30284","25",
"860Z200US30285","ZCTA5 30285","701",
"860Z200US30286","ZCTA5 30286","24115",
"860Z200US30288","ZCTA5 30288","8610",
"860Z200US30289","ZCTA5 30289","44",
"860Z200US30290","ZCTA5 30290","9256",
"860Z200US30291","ZCTA5 30291","25339",
"860Z200US30292","ZCTA5 30292","6363",
"860Z200US30293","ZCTA5 30293","2650",
"860Z200US30294","ZCTA5 30294","43552",
"860Z200US30295","ZCTA5 30295","4623",
"860Z200US30296","ZCTA5 30296","27869",
"860Z200US30297","ZCTA5 30297","29669",
"860Z200US30303","ZCTA5 30303","9352",
"860Z200US30305","ZCTA5 30305","29173",
"860Z200US30306","ZCTA5 30306","25053",
"860Z200US30307","ZCTA5 30307","20807",
"860Z200US30308","ZCTA5 30308","22121",
"860Z200US30309","ZCTA5 30309","31856",
"860Z200US30310","ZCTA5 30310","27365",
"860Z200US30311","ZCTA5 30311","33568",
"860Z200US30312","ZCTA5 30312","25435",
"860Z200US30313","ZCTA5 30313","9788",
"860Z200US30314","ZCTA5 30314","20598",
"860Z200US30315","ZCTA5 30315","34327",
"860Z200US30316","ZCTA5 30316","33625",
"860Z200US30317","ZCTA5 30317","13774",
"860Z200US30318","ZCTA5 30318","60392",
"860Z200US30319","ZCTA5 30319","44026",
"860Z200US30322","ZCTA5 30322","2943",
"860Z200US30324","ZCTA5 30324","30942",
"860Z200US30326","ZCTA5 30326","8729",
"860Z200US30327","ZCTA5 30327","24789",
"860Z200US30328","ZCTA5 30328","40322",
"860Z200US30329","ZCTA5 30329","29506",
"860Z200US30331","ZCTA5 30331","60770",
"860Z200US30332","ZCTA5 30332","2531",
"860Z200US30334","ZCTA5 30334","33",
"860Z200US30336","ZCTA5 30336","1338",
"860Z200US30337","ZCTA5 30337","11810",
"860Z200US30338","ZCTA5 30338","37650",
"860Z200US30339","ZCTA5 30339","31490",
"860Z200US30340","ZCTA5 30340","30529",
"860Z200US30341","ZCTA5 30341","35959",
"860Z200US30342","ZCTA5 30342","32494",
"860Z200US30344","ZCTA5 30344","35365",
"860Z200US30345","ZCTA5 30345","25893",
"860Z200US30346","ZCTA5 30346","5643",
"860Z200US30349","ZCTA5 30349","81320",
"860Z200US30350","ZCTA5 30350","35882",
"860Z200US30354","ZCTA5 30354","16151",
"860Z200US30360","ZCTA5 30360","16612",
"860Z200US30363","ZCTA5 30363","3721",
"860Z200US30401","ZCTA5 30401","13649",
"860Z200US30410","ZCTA5 30410","1611",
"860Z200US30411","ZCTA5 30411","4582",
"860Z200US30412","ZCTA5 30412","123",
"860Z200US30413","ZCTA5 30413","1351",
"860Z200US30414","ZCTA5 30414","23",
"860Z200US30415","ZCTA5 30415","7580",
"860Z200US30417","ZCTA5 30417","10908",
"860Z200US30420","ZCTA5 30420","1921",
"860Z200US30421","ZCTA5 30421","3303",
"860Z200US30423","ZCTA5 30423","85",
"860Z200US30425","ZCTA5 30425","1432",
"860Z200US30426","ZCTA5 30426","924",
"860Z200US30427","ZCTA5 30427","10798",
"860Z200US30428","ZCTA5 30428","2741",
"860Z200US30429","ZCTA5 30429","271",
"860Z200US30434","ZCTA5 30434","5444",
"860Z200US30436","ZCTA5 30436","11691",
"860Z200US30439","ZCTA5 30439","10161",
"860Z200US30441","ZCTA5 30441","1916",
"860Z200US30442","ZCTA5 30442","8515",
"860Z200US30445","ZCTA5 30445","3226",
"860Z200US30446","ZCTA5 30446","1491",
"860Z200US30448","ZCTA5 30448","47",
"860Z200US30449","ZCTA5 30449","84",
"860Z200US30450","ZCTA5 30450","2474",
"860Z200US30451","ZCTA5 30451","44",
"860Z200US30452","ZCTA5 30452","1540",
"860Z200US30453","ZCTA5 30453","8946",
"860Z200US30454","ZCTA5 30454","702",
"860Z200US30455","ZCTA5 30455","674",
"860Z200US30456","ZCTA5 30456","2014",
"860Z200US30457","ZCTA5 30457","5899",
"860Z200US30458","ZCTA5 30458","48526",
"860Z200US30460","ZCTA5 30460","24",
"860Z200US30461","ZCTA5 30461","16534",
"860Z200US30464","ZCTA5 30464","69",
"860Z200US30467","ZCTA5 30467","11973",
"860Z200US30470","ZCTA5 30470","848",
"860Z200US30471","ZCTA5 30471","4594",
"860Z200US30473","ZCTA5 30473","2597",
"860Z200US30474","ZCTA5 30474","16828",
"860Z200US30477","ZCTA5 30477","2627",
"860Z200US30501","ZCTA5 30501","29779",
"860Z200US30504","ZCTA5 30504","27403",
"860Z200US30506","ZCTA5 30506","45215",
"860Z200US30507","ZCTA5 30507","30573",
"860Z200US30510","ZCTA5 30510","8612",
"860Z200US30511","ZCTA5 30511","3246",
"860Z200US30512","ZCTA5 30512","22608",
"860Z200US30513","ZCTA5 30513","11885",
"860Z200US30516","ZCTA5 30516","1933",
"860Z200US30517","ZCTA5 30517","17033",
"860Z200US30518","ZCTA5 30518","56149",
"860Z200US30519","ZCTA5 30519","54608",
"860Z200US30520","ZCTA5 30520","4345",
"860Z200US30521","ZCTA5 30521","5176",
"860Z200US30522","ZCTA5 30522","1154",
"860Z200US30523","ZCTA5 30523","13512",
"860Z200US30525","ZCTA5 30525","7937",
"860Z200US30527","ZCTA5 30527","4619",
"860Z200US30528","ZCTA5 30528","23885",
"860Z200US30529","ZCTA5 30529","12033",
"860Z200US30530","ZCTA5 30530","6707",
"860Z200US30531","ZCTA5 30531","11512",
"860Z200US30533","ZCTA5 30533","26589",
"860Z200US30534","ZCTA5 30534","30903",
"860Z200US30535","ZCTA5 30535","8309",
"860Z200US30536","ZCTA5 30536","8764",
"860Z200US30537","ZCTA5 30537","1476",
"860Z200US30538","ZCTA5 30538","3020",
"860Z200US30539","ZCTA5 30539","112",
"860Z200US30540","ZCTA5 30540","19397",
"860Z200US30541","ZCTA5 30541","1707",
"860Z200US30542","ZCTA5 30542","37575",
"860Z200US30543","ZCTA5 30543","5001",
"860Z200US30545","ZCTA5 30545","895",
"860Z200US30546","ZCTA5 30546","7625",
"860Z200US30547","ZCTA5 30547","3312",
"860Z200US30548","ZCTA5 30548","22960",
"860Z200US30549","ZCTA5 30549","28696",
"860Z200US30552","ZCTA5 30552","1717",
"860Z200US30553","ZCTA5 30553","7788",
"860Z200US30554","ZCTA5 30554","8394",
"860Z200US30555","ZCTA5 30555","2100",
"860Z200US30557","ZCTA5 30557","5094",
"860Z200US30558","ZCTA5 30558","5578",
"860Z200US30559","ZCTA5 30559","4699",
"860Z200US30560","ZCTA5 30560","5110",
"860Z200US30562","ZCTA5 30562","550",
"860Z200US30563","ZCTA5 30563","5713",
"860Z200US30564","ZCTA5 30564","4642",
"860Z200US30565","ZCTA5 30565","4708",
"860Z200US30566","ZCTA5 30566","8660",
"860Z200US30567","ZCTA5 30567","4610",
"860Z200US30568","ZCTA5 30568","2147",
"860Z200US30571","ZCTA5 30571","3244",
"860Z200US30572","ZCTA5 30572","1198",
"860Z200US30573","ZCTA5 30573","146",
"860Z200US30575","ZCTA5 30575","1516",
"860Z200US30576","ZCTA5 30576","2642",
"860Z200US30577","ZCTA5 30577","22726",
"860Z200US30581","ZCTA5 30581","80",
"860Z200US30582","ZCTA5 30582","5620",
"860Z200US30597","ZCTA5 30597","1681",
"860Z200US30598","ZCTA5 30598","44",
"860Z200US30601","ZCTA5 30601","25036",
"860Z200US30602","ZCTA5 30602","1294",
"860Z200US30605","ZCTA5 30605","43205",
"860Z200US30606","ZCTA5 30606","46798",
"860Z200US30607","ZCTA5 30607","11383",
"860Z200US30609","ZCTA5 30609","3040",
"860Z200US30619","ZCTA5 30619","1610",
"860Z200US30620","ZCTA5 30620","15792",
"860Z200US30621","ZCTA5 30621","6352",
"860Z200US30622","ZCTA5 30622","11044",
"860Z200US30623","ZCTA5 30623","96",
"860Z200US30624","ZCTA5 30624","2895",
"860Z200US30625","ZCTA5 30625","2515",
"860Z200US30627","ZCTA5 30627","2295",
"860Z200US30628","ZCTA5 30628","7303",
"860Z200US30629","ZCTA5 30629","4950",
"860Z200US30630","ZCTA5 30630","2411",
"860Z200US30631","ZCTA5 30631","1554",
"860Z200US30633","ZCTA5 30633","8711",
"860Z200US30634","ZCTA5 30634","2307",
"860Z200US30635","ZCTA5 30635","15365",
"860Z200US30639","ZCTA5 30639","8",
"860Z200US30641","ZCTA5 30641","2005",
"860Z200US30642","ZCTA5 30642","14121",
"860Z200US30643","ZCTA5 30643","16655",
"860Z200US30646","ZCTA5 30646","7664",
"860Z200US30648","ZCTA5 30648","2741",
"860Z200US30650","ZCTA5 30650","13631",
"860Z200US30655","ZCTA5 30655","27541",
"860Z200US30656","ZCTA5 30656","17490",
"860Z200US30660","ZCTA5 30660","1029",
"860Z200US30662","ZCTA5 30662","9149",
"860Z200US30663","ZCTA5 30663","3244",
"860Z200US30664","ZCTA5 30664","17",
"860Z200US30665","ZCTA5 30665","108",
"860Z200US30666","ZCTA5 30666","10726",
"860Z200US30667","ZCTA5 30667","776",
"860Z200US30668","ZCTA5 30668","1706",
"860Z200US30669","ZCTA5 30669","3328",
"860Z200US30673","ZCTA5 30673","7255",
"860Z200US30677","ZCTA5 30677","20579",
"860Z200US30678","ZCTA5 30678","1219",
"860Z200US30680","ZCTA5 30680","46629",
"860Z200US30683","ZCTA5 30683","7252",
"860Z200US30701","ZCTA5 30701","41694",
"860Z200US30705","ZCTA5 30705","33549",
"860Z200US30707","ZCTA5 30707","15839",
"860Z200US30708","ZCTA5 30708","367",
"860Z200US30710","ZCTA5 30710","6949",
"860Z200US30711","ZCTA5 30711","3282",
"860Z200US30720","ZCTA5 30720","27547",
"860Z200US30721","ZCTA5 30721","53432",
"860Z200US30724","ZCTA5 30724","29",
"860Z200US30725","ZCTA5 30725","4750",
"860Z200US30726","ZCTA5 30726","97",
"860Z200US30728","ZCTA5 30728","18763",
"860Z200US30730","ZCTA5 30730","1818",
"860Z200US30731","ZCTA5 30731","2309",
"860Z200US30733","ZCTA5 30733","2060",
"860Z200US30734","ZCTA5 30734","3739",
"860Z200US30735","ZCTA5 30735","6207",
"860Z200US30736","ZCTA5 30736","43344",
"860Z200US30738","ZCTA5 30738","3962",
"860Z200US30739","ZCTA5 30739","6335",
"860Z200US30740","ZCTA5 30740","8394",
"860Z200US30741","ZCTA5 30741","30309",
"860Z200US30742","ZCTA5 30742","7698",
"860Z200US30746","ZCTA5 30746","1335",
"860Z200US30747","ZCTA5 30747","15001",
"860Z200US30750","ZCTA5 30750","4052",
"860Z200US30751","ZCTA5 30751","86",
"860Z200US30752","ZCTA5 30752","9602",
"860Z200US30753","ZCTA5 30753","7619",
"860Z200US30755","ZCTA5 30755","9930",
"860Z200US30756","ZCTA5 30756","50",
"860Z200US30757","ZCTA5 30757","1591",
"860Z200US30802","ZCTA5 30802","6849",
"860Z200US30803","ZCTA5 30803","770",
"860Z200US30805","ZCTA5 30805","2748",
"860Z200US30807","ZCTA5 30807","123",
"860Z200US30808","ZCTA5 30808","4489",
"860Z200US30809","ZCTA5 30809","51813",
"860Z200US30810","ZCTA5 30810","1976",
"860Z200US30812","ZCTA5 30812","122",
"860Z200US30813","ZCTA5 30813","49376",
"860Z200US30814","ZCTA5 30814","9509",
"860Z200US30815","ZCTA5 30815","40131",
"860Z200US30816","ZCTA5 30816","2061",
"860Z200US30817","ZCTA5 30817","7364",
"860Z200US30818","ZCTA5 30818","495",
"860Z200US30820","ZCTA5 30820","1171",
"860Z200US30821","ZCTA5 30821","769",
"860Z200US30822","ZCTA5 30822","37",
"860Z200US30823","ZCTA5 30823","1712",
"860Z200US30824","ZCTA5 30824","16832",
"860Z200US30828","ZCTA5 30828","3952",
"860Z200US30830","ZCTA5 30830","14885",
"860Z200US30833","ZCTA5 30833","3848",
"860Z200US30901","ZCTA5 30901","15978",
"860Z200US30904","ZCTA5 30904","24145",
"860Z200US30905","ZCTA5 30905","8301",
"860Z200US30906","ZCTA5 30906","58458",
"860Z200US30907","ZCTA5 30907","50964",
"860Z200US30909","ZCTA5 30909","48181",
"860Z200US30912","ZCTA5 30912","5",
"860Z200US31001","ZCTA5 31001","4333",
"860Z200US31002","ZCTA5 31002","2819",
"860Z200US31003","ZCTA5 31003","127",
"860Z200US31004","ZCTA5 31004","2",
"860Z200US31005","ZCTA5 31005","20531",
"860Z200US31006","ZCTA5 31006","4301",
"860Z200US31007","ZCTA5 31007","770",
"860Z200US31008","ZCTA5 31008","20431",
"860Z200US31009","ZCTA5 31009","1332",
"860Z200US31011","ZCTA5 31011","875",
"860Z200US31012","ZCTA5 31012","2505",
"860Z200US31014","ZCTA5 31014","12915",
"860Z200US31015","ZCTA5 31015","18900",
"860Z200US31016","ZCTA5 31016","1631",
"860Z200US31017","ZCTA5 31017","1813",
"860Z200US31018","ZCTA5 31018","2584",
"860Z200US31019","ZCTA5 31019","2430",
"860Z200US31020","ZCTA5 31020","1957",
"860Z200US31021","ZCTA5 31021","29051",
"860Z200US31022","ZCTA5 31022","1574",
"860Z200US31023","ZCTA5 31023","14319",
"860Z200US31024","ZCTA5 31024","20802",
"860Z200US31025","ZCTA5 31025","1651",
"860Z200US31027","ZCTA5 31027","9969",
"860Z200US31028","ZCTA5 31028","6233",
"860Z200US31029","ZCTA5 31029","17440",
"860Z200US31030","ZCTA5 31030","17768",
